sample_id,target_label,route_id,route_name,target_station_name,target_station_seq,veh_id,plate_no,before_collected_at,after_collected_at,kst_date,kst_minute_of_day,day_of_week,is_weekend,direction_code,before_station_seq,after_station_seq,remaining_stops,before_remain_seat_count,target_remain_seat_count,seat_delta,is_low_seat,is_zero_seat
SF-000001,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-28T08:23:44.483Z,2026-05-28T08:24:44.531Z,2026-05-28,1043,4,0,0,2,3,1,44,43,1,0,0
SF-000002,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-28T13:15:40.943Z,2026-05-28T13:17:11.015Z,2026-05-28,1335,4,0,0,2,3,1,43,39,4,0,0
SF-000003,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-28T22:32:35.451Z,2026-05-28T22:34:05.527Z,2026-05-29,452,5,0,0,2,3,1,40,36,4,0,0
SF-000004,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-29T07:09:12.175Z,2026-05-29T07:11:12.279Z,2026-05-29,969,5,0,0,2,3,1,41,38,3,0,0
SF-000005,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-29T11:08:24.627Z,2026-05-29T11:09:24.663Z,2026-05-29,1208,5,0,0,2,3,1,43,43,0,0,0
SF-000006,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-29T20:01:51.547Z,2026-05-29T20:03:51.654Z,2026-05-30,301,6,1,0,1,3,2,43,40,3,0,0
SF-000007,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-29T23:45:02.882Z,2026-05-29T23:47:02.983Z,2026-05-30,525,6,1,0,2,3,1,37,32,5,0,0
SF-000008,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-30T03:55:15.675Z,2026-05-30T03:56:15.727Z,2026-05-30,775,6,1,0,2,3,1,39,34,5,0,0
SF-000009,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-30T08:04:28.527Z,2026-05-30T08:05:28.575Z,2026-05-30,1024,6,1,0,2,3,1,42,38,4,0,0
SF-000010,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-30T21:23:07.623Z,2026-05-30T21:24:07.679Z,2026-05-31,383,0,1,0,2,3,1,43,43,0,0,0
SF-000011,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-31T01:32:20.379Z,2026-05-31T01:34:20.475Z,2026-05-31,632,0,1,0,2,3,1,35,20,15,0,0
SF-000012,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-31T05:59:33.367Z,2026-05-31T06:00:33.410Z,2026-05-31,899,0,1,0,2,3,1,41,38,3,0,0
SF-000013,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-31T10:08:45.667Z,2026-05-31T10:10:45.772Z,2026-05-31,1148,0,1,0,2,3,1,41,36,5,0,0
SF-000014,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-05-31T23:08:58.718Z,2026-05-31T23:10:24.999Z,2026-06-01,488,1,0,0,3,3,0,36,35,1,0,0
SF-000015,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-06-01T03:28:37.896Z,2026-06-01T03:30:38.007Z,2026-06-01,748,1,0,0,2,3,1,43,42,1,0,0
SF-000016,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-06-01T07:39:50.502Z,2026-06-01T07:40:50.555Z,2026-06-01,999,1,0,0,2,3,1,41,39,2,0,0
SF-000017,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-06-01T11:59:03.323Z,2026-06-01T12:00:03.379Z,2026-06-01,1259,1,0,0,2,3,1,43,43,0,0,0
SF-000018,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-06-01T21:25:31.607Z,2026-06-01T21:26:31.664Z,2026-06-02,385,2,0,0,2,3,1,34,27,7,0,0
SF-000019,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000037,경기77바1044,2026-06-02T05:33:55.407Z,2026-06-02T05:34:55.455Z,2026-06-02,873,2,0,0,2,3,1,44,41,3,0,0
SF-000020,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-28T08:08:43.792Z,2026-05-28T08:10:13.853Z,2026-05-28,1028,4,0,0,2,3,1,43,42,1,0,0
SF-000021,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-28T12:50:39.811Z,2026-05-28T12:52:09.883Z,2026-05-28,1310,4,0,0,2,3,1,43,40,3,0,0
SF-000022,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-28T22:10:04.364Z,2026-05-28T22:12:04.453Z,2026-05-29,430,5,0,0,2,3,1,35,17,18,0,0
SF-000023,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-29T06:54:11.371Z,2026-05-29T06:57:11.535Z,2026-05-29,954,5,0,0,2,3,1,40,39,1,0,0
SF-000024,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-29T10:46:23.503Z,2026-05-29T10:47:23.536Z,2026-05-29,1186,5,0,0,2,3,1,42,42,0,0,0
SF-000025,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-29T22:42:59.791Z,2026-05-29T22:44:59.893Z,2026-05-30,462,6,1,0,2,3,1,39,37,2,0,0
SF-000026,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-30T02:38:11.623Z,2026-05-30T02:39:11.680Z,2026-05-30,698,6,1,0,2,3,1,33,23,10,0,0
SF-000027,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-30T06:47:24.591Z,2026-05-30T06:49:24.703Z,2026-05-30,947,6,1,0,2,3,1,43,39,4,0,0
SF-000028,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-30T11:03:37.687Z,2026-05-30T11:05:37.795Z,2026-05-30,1203,6,1,0,2,3,1,44,39,5,0,0
SF-000029,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-30T20:53:06.047Z,2026-05-30T20:54:06.102Z,2026-05-31,353,0,1,0,2,3,1,44,43,1,0,0
SF-000030,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-31T00:58:18.567Z,2026-05-31T01:00:18.680Z,2026-05-31,598,0,1,0,2,3,1,35,25,10,0,0
SF-000031,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-31T05:23:31.631Z,2026-05-31T05:24:31.656Z,2026-05-31,863,0,1,0,2,3,1,36,33,3,0,0
SF-000032,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-31T09:39:44.213Z,2026-05-31T09:41:44.323Z,2026-05-31,1119,0,1,0,2,3,1,44,44,0,0,0
SF-000033,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-31T14:03:57.373Z,2026-05-31T14:04:57.396Z,2026-05-31,1383,0,1,0,2,3,1,44,43,1,0,0
SF-000034,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-05-31T20:41:17.671Z,2026-05-31T20:43:17.777Z,2026-06-01,341,1,0,0,2,3,1,41,36,5,0,0
SF-000035,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-01T00:10:28.093Z,2026-06-01T00:12:28.202Z,2026-06-01,550,1,0,0,2,3,1,35,25,10,0,0
SF-000036,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-01T04:45:41.802Z,2026-06-01T04:47:41.911Z,2026-06-01,825,1,0,0,2,3,1,40,36,4,0,0
SF-000037,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-01T08:22:52.515Z,2026-06-01T08:24:52.623Z,2026-06-01,1042,1,0,0,2,3,1,44,43,1,0,0
SF-000038,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-01T13:12:07.026Z,2026-06-01T13:14:07.138Z,2026-06-01,1332,1,0,0,2,3,1,44,42,2,0,0
SF-000039,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-01T22:31:34.968Z,2026-06-01T22:34:35.116Z,2026-06-02,451,2,0,0,1,3,2,38,35,3,0,0
SF-000040,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000132,경기77바1181,2026-06-02T02:48:47.377Z,2026-06-02T02:50:47.482Z,2026-06-02,708,2,0,0,2,3,1,42,40,2,0,0
SF-000041,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-28T07:54:13.120Z,2026-05-28T07:54:43.147Z,2026-05-28,1014,4,0,0,2,3,1,41,41,0,0,0
SF-000042,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-28T12:25:08.654Z,2026-05-28T12:26:38.715Z,2026-05-28,1285,4,0,0,2,3,1,43,43,0,0,0
SF-000043,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-28T21:59:03.871Z,2026-05-28T22:01:03.951Z,2026-05-29,419,5,0,0,2,3,1,41,29,12,0,0
SF-000044,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-29T06:14:09.303Z,2026-05-29T06:15:09.349Z,2026-05-29,914,5,0,0,2,3,1,43,42,1,0,0
SF-000045,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-29T09:54:20.783Z,2026-05-29T09:56:20.893Z,2026-05-29,1134,5,0,0,2,3,1,44,44,0,0,0
SF-000046,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-29T23:24:01.879Z,2026-05-29T23:26:01.967Z,2026-05-30,504,6,1,0,2,3,1,36,30,6,0,0
SF-000047,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-30T03:29:14.335Z,2026-05-30T03:31:14.447Z,2026-05-30,749,6,1,0,2,3,1,36,25,11,0,0
SF-000048,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-30T07:38:27.227Z,2026-05-30T07:40:27.335Z,2026-05-30,998,6,1,0,2,3,1,44,38,6,0,0
SF-000049,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-30T12:02:40.775Z,2026-05-30T12:03:40.827Z,2026-05-30,1262,6,1,0,2,3,1,42,38,4,0,0
SF-000050,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-05-31T22:14:22.191Z,2026-05-31T22:18:22.388Z,2026-06-01,434,1,0,0,2,3,1,40,34,6,0,0
SF-000051,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-01T02:26:34.830Z,2026-06-01T02:28:34.939Z,2026-06-01,686,1,0,0,2,3,1,44,41,3,0,0
SF-000052,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-01T06:54:48.272Z,2026-06-01T06:55:48.327Z,2026-06-01,954,1,0,0,2,3,1,41,40,1,0,0
SF-000053,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-01T10:41:59.503Z,2026-06-01T10:43:59.611Z,2026-06-01,1181,1,0,0,2,3,1,44,41,3,0,0
SF-000054,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-01T20:41:29.401Z,2026-06-01T20:42:29.455Z,2026-06-02,341,2,0,0,2,3,1,39,36,3,0,0
SF-000055,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-02T00:10:39.788Z,2026-06-02T00:11:39.839Z,2026-06-02,550,2,0,0,2,3,1,39,32,7,0,0
SF-000056,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001245,경기76아4811,2026-06-02T04:42:52.815Z,2026-06-02T04:44:52.918Z,2026-06-02,822,2,0,0,2,3,1,42,40,2,0,0
SF-000057,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-28T07:39:12.407Z,2026-05-28T07:40:12.455Z,2026-05-28,999,4,0,0,2,3,1,36,33,3,0,0
SF-000058,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-28T11:56:07.307Z,2026-05-28T11:57:07.357Z,2026-05-28,1256,4,0,0,2,3,1,44,44,0,0,0
SF-000059,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-28T21:25:32.311Z,2026-05-28T21:26:32.359Z,2026-05-29,385,5,0,0,2,3,1,37,33,4,0,0
SF-000060,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-29T05:34:07.223Z,2026-05-29T05:35:07.277Z,2026-05-29,874,5,0,0,2,3,1,43,41,2,0,0
SF-000061,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-29T09:14:18.679Z,2026-05-29T09:15:18.733Z,2026-05-29,1094,5,0,0,2,3,1,40,37,3,0,0
SF-000062,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-29T14:03:33.679Z,2026-05-29T14:04:33.735Z,2026-05-29,1383,5,0,0,2,3,1,42,39,3,0,0
SF-000063,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-29T22:02:57.811Z,2026-05-29T22:04:57.899Z,2026-05-30,422,6,1,0,2,3,1,42,35,7,0,0
SF-000064,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-30T01:50:09.295Z,2026-05-30T01:52:09.398Z,2026-05-30,650,6,1,0,2,3,1,24,9,15,1,0
SF-000065,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-30T05:59:22.027Z,2026-05-30T06:01:22.135Z,2026-05-30,899,6,1,0,2,3,1,39,34,5,0,0
SF-000066,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-30T10:09:34.758Z,2026-05-30T10:10:34.813Z,2026-05-30,1149,6,1,0,2,3,1,42,41,1,0,0
SF-000067,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-30T22:43:11.763Z,2026-05-30T22:45:11.875Z,2026-05-31,463,0,1,0,2,3,1,42,39,3,0,0
SF-000068,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-31T03:10:25.147Z,2026-05-31T03:12:25.255Z,2026-05-31,730,0,1,0,2,3,1,39,26,13,0,0
SF-000069,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-31T07:34:37.968Z,2026-05-31T07:36:38.031Z,2026-05-31,994,0,1,0,2,3,1,44,44,0,0,0
SF-000070,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-31T11:43:50.483Z,2026-05-31T11:44:50.537Z,2026-05-31,1243,0,1,0,2,3,1,42,40,2,0,0
SF-000071,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-31T20:02:15.663Z,2026-05-31T20:04:15.763Z,2026-06-01,302,1,0,0,1,3,2,42,34,8,0,0
SF-000072,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-05-31T23:23:25.663Z,2026-05-31T23:25:25.761Z,2026-06-01,503,1,0,0,2,3,1,42,37,5,0,0
SF-000073,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-01T03:54:39.203Z,2026-06-01T03:56:39.307Z,2026-06-01,774,1,0,0,2,3,1,42,40,2,0,0
SF-000074,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-01T07:56:51.391Z,2026-06-01T07:58:51.499Z,2026-06-01,1016,1,0,0,2,3,1,43,43,0,0,0
SF-000075,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-01T12:25:04.607Z,2026-06-01T12:27:04.715Z,2026-06-01,1285,1,0,0,2,3,1,44,43,1,0,0
SF-000076,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-01T21:58:33.350Z,2026-06-01T22:01:33.512Z,2026-06-02,418,2,0,0,2,3,1,40,25,15,0,0
SF-000077,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-02T01:49:44.538Z,2026-06-02T01:51:44.627Z,2026-06-02,649,2,0,0,2,3,1,44,34,10,0,0
SF-000078,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233001247,경기76아4813,2026-06-02T06:13:57.366Z,2026-06-02T06:14:57.412Z,2026-06-02,913,2,0,0,2,3,1,43,40,3,0,0
SF-000079,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-28T07:24:41.718Z,2026-05-28T07:25:11.743Z,2026-05-28,984,4,0,0,2,3,1,67,67,0,0,0
SF-000080,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-28T11:33:53.243Z,2026-05-28T11:34:23.267Z,2026-05-28,1233,4,0,0,2,3,1,70,70,0,0,0
SF-000081,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-28T22:02:34.009Z,2026-05-28T22:03:34.062Z,2026-05-29,422,5,0,0,2,3,1,63,63,0,0,0
SF-000082,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-29T06:32:10.227Z,2026-05-29T06:34:10.305Z,2026-05-29,932,5,0,0,2,3,1,64,60,4,0,0
SF-000083,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-29T10:20:22.147Z,2026-05-29T10:22:22.255Z,2026-05-29,1160,5,0,0,2,3,1,70,69,1,0,0
SF-000084,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-29T20:52:54.115Z,2026-05-29T20:54:54.223Z,2026-05-30,352,6,1,0,2,3,1,69,67,2,0,0
SF-000085,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-30T00:08:03.987Z,2026-05-30T00:10:04.104Z,2026-05-30,548,6,1,0,2,3,1,61,52,9,0,0
SF-000086,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-30T04:43:18.171Z,2026-05-30T04:44:18.227Z,2026-05-30,823,6,1,0,2,3,1,67,64,3,0,0
SF-000087,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-30T08:55:31.035Z,2026-05-30T08:57:31.147Z,2026-05-30,1075,6,1,0,2,3,1,70,69,1,0,0
SF-000088,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-30T13:33:45.399Z,2026-05-30T13:34:45.451Z,2026-05-30,1353,6,1,0,2,3,1,66,66,0,0,0
SF-000089,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-30T20:27:04.795Z,2026-05-30T20:29:04.903Z,2026-05-31,327,0,1,0,2,3,1,69,65,4,0,0
SF-000090,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-31T00:25:16.847Z,2026-05-31T00:28:16.994Z,2026-05-31,565,0,1,0,2,3,1,56,36,20,0,0
SF-000091,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-31T04:49:30.000Z,2026-05-31T04:51:30.092Z,2026-05-31,829,0,1,0,2,3,1,66,61,5,0,0
SF-000092,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-31T09:09:42.607Z,2026-05-31T09:11:42.715Z,2026-05-31,1089,0,1,0,2,3,1,66,65,1,0,0
SF-000093,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-31T13:26:55.533Z,2026-05-31T13:28:55.643Z,2026-05-31,1346,0,1,0,2,3,1,70,69,1,0,0
SF-000094,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-05-31T22:10:22.011Z,2026-05-31T22:12:22.086Z,2026-06-01,430,1,0,0,2,3,1,65,60,5,0,0
SF-000095,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-01T02:08:33.947Z,2026-06-01T02:10:34.057Z,2026-06-01,668,1,0,0,2,3,1,67,63,4,0,0
SF-000096,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-01T06:32:47.155Z,2026-06-01T06:33:47.210Z,2026-06-01,932,1,0,0,2,3,1,58,58,0,0,0
SF-000097,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-01T10:19:58.419Z,2026-06-01T10:21:58.497Z,2026-06-01,1159,1,0,0,2,3,1,67,65,2,0,0
SF-000098,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-01T22:02:33.567Z,2026-06-01T22:04:33.679Z,2026-06-02,422,2,0,0,2,3,1,67,62,5,0,0
SF-000099,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-02T02:08:45.454Z,2026-06-02T02:09:45.503Z,2026-06-02,668,2,0,0,2,3,1,65,59,6,0,0
SF-000100,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,233010414,경기76아1595,2026-06-02T06:32:58.351Z,2026-06-02T06:34:58.463Z,2026-06-02,932,2,0,0,2,3,1,69,67,2,0,0
SF-000101,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-28T07:10:11.042Z,2026-05-28T07:11:11.091Z,2026-05-28,970,4,0,0,2,3,1,42,38,4,0,0
SF-000102,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-28T11:08:22.063Z,2026-05-28T11:09:22.113Z,2026-05-28,1208,4,0,0,2,3,1,43,43,0,0,0
SF-000103,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-28T20:23:29.395Z,2026-05-28T20:24:59.471Z,2026-05-29,323,5,0,0,2,3,1,38,30,8,0,0
SF-000104,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-28T23:44:30.247Z,2026-05-29T04:19:03.375Z,2026-05-29,524,5,0,0,3,3,0,41,39,2,0,0
SF-000105,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-29T12:50:29.859Z,2026-05-29T12:51:29.915Z,2026-05-29,1310,5,0,0,2,3,1,43,42,1,0,0
SF-000106,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-05-31T22:33:23.145Z,2026-05-31T22:35:23.203Z,2026-06-01,453,1,0,0,2,3,1,41,34,7,0,0
SF-000107,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-06-01T02:48:35.932Z,2026-06-01T02:50:36.007Z,2026-06-01,708,1,0,0,2,3,1,38,35,3,0,0
SF-000108,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-06-01T07:09:49.063Z,2026-06-01T07:10:49.105Z,2026-06-01,969,1,0,0,2,3,1,44,44,0,0,0
SF-000109,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-06-01T11:08:00.806Z,2026-06-01T11:10:00.915Z,2026-06-01,1208,1,0,0,2,3,1,44,44,0,0,0
SF-000110,m4137-dongtan-to-seoul-03-hosubuyeong1,234001622,M4137,호수부영1차,3,234000039,경기77바1049,2026-06-01T22:09:33.924Z,2026-06-01T22:11:34.030Z,2026-06-02,429,2,0,0,2,3,1,40,30,10,0,0
