sample_id,target_label,route_id,route_name,target_station_name,target_station_seq,veh_id,plate_no,before_collected_at,after_collected_at,kst_date,kst_minute_of_day,day_of_week,is_weekend,direction_code,before_station_seq,after_station_seq,remaining_stops,before_remain_seat_count,target_remain_seat_count,seat_delta,is_low_seat,is_zero_seat
SF-000903,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,234000034,경기77바1040,2026-06-01T20:16:28.165Z,2026-06-01T20:18:28.275Z,2026-06-02,316,2,0,0,6,7,1,24,15,9,0,0
SF-000904,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,234000034,경기77바1040,2026-06-02T04:08:51.195Z,2026-06-02T04:09:51.251Z,2026-06-02,788,2,0,0,6,7,1,28,24,4,0,0
SF-000905,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-05-28T06:46:39.971Z,2026-05-28T06:47:40.011Z,2026-05-28,946,4,0,0,6,7,1,29,27,2,0,0
SF-000906,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-05-28T10:31:20.382Z,2026-05-28T10:32:20.431Z,2026-05-28,1171,4,0,0,6,7,1,38,36,2,0,0
SF-000907,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-05-28T21:19:32.031Z,2026-05-28T21:20:32.079Z,2026-05-29,379,5,0,0,6,7,1,16,8,8,1,0
SF-000908,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-05-29T05:22:06.571Z,2026-05-29T05:23:06.625Z,2026-05-29,862,5,0,0,6,7,1,26,21,5,0,0
SF-000909,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-05-29T13:49:32.925Z,2026-05-29T13:50:32.979Z,2026-05-29,1369,5,0,0,6,7,1,40,39,1,0,0
SF-000910,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-06-01T00:54:30.279Z,2026-06-01T00:55:30.334Z,2026-06-01,594,1,0,0,6,7,1,0,0,0,1,1
SF-000911,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-06-01T13:49:08.931Z,2026-06-01T13:50:08.987Z,2026-06-01,1369,1,0,0,6,7,1,41,40,1,0,0
SF-000912,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-06-01T23:07:41.488Z,2026-06-01T23:09:36.815Z,2026-06-02,487,2,0,0,7,7,0,18,14,4,0,0
SF-000913,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233000731,경기76아3935,2026-06-02T03:24:49.139Z,2026-06-02T03:25:49.149Z,2026-06-02,744,2,0,0,6,7,1,23,20,3,0,0
SF-000914,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001334,경기76아3293,2026-05-28T23:19:07.583Z,2026-05-28T23:20:07.634Z,2026-05-29,499,5,0,0,6,7,1,22,17,5,0,0
SF-000915,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001334,경기76아3293,2026-05-31T23:16:25.307Z,2026-05-31T23:17:25.356Z,2026-06-01,496,1,0,0,6,7,1,21,17,4,0,0
SF-000916,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001334,경기76아3293,2026-06-01T23:18:37.247Z,2026-06-01T23:20:37.343Z,2026-06-02,498,2,0,0,6,7,1,11,8,3,1,0
SF-000917,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001289,경기73바8654,2026-05-28T21:25:32.311Z,2026-05-28T21:26:32.359Z,2026-05-29,385,5,0,0,6,7,1,10,7,3,1,0
SF-000918,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001289,경기73바8654,2026-05-31T21:25:19.763Z,2026-05-31T21:26:19.815Z,2026-06-01,385,1,0,0,6,7,1,0,0,0,1,1
SF-000919,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001289,경기73바8654,2026-06-01T21:29:31.831Z,2026-06-01T21:30:31.884Z,2026-06-02,389,2,0,0,6,7,1,3,2,1,1,0
SF-000920,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001261,경기76아3784,2026-05-28T22:35:35.600Z,2026-05-28T22:36:35.647Z,2026-05-29,455,5,0,0,6,7,1,19,13,6,0,0
SF-000921,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001261,경기76아3784,2026-05-31T22:35:23.203Z,2026-05-31T22:36:23.220Z,2026-06-01,455,1,0,0,6,7,1,28,17,11,0,0
SF-000922,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001261,경기76아3784,2026-06-01T22:34:42.250Z,2026-06-01T22:36:35.191Z,2026-06-02,454,2,0,0,7,7,0,19,11,8,0,0
SF-000923,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001620,경기71아8624,2026-05-28T22:03:04.035Z,2026-05-28T22:03:34.062Z,2026-05-29,423,5,0,0,6,7,1,32,32,0,0,0
SF-000924,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233001620,경기71아8624,2026-05-31T22:05:21.775Z,2026-05-31T22:06:21.831Z,2026-06-01,425,1,0,0,6,7,1,0,0,0,1,1
SF-000925,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010567,경기79사4500,2026-05-28T22:31:35.401Z,2026-05-28T22:32:35.451Z,2026-05-29,451,5,0,0,6,7,1,5,0,5,1,1
SF-000926,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010567,경기79사4500,2026-06-01T05:12:43.172Z,2026-06-01T05:13:43.222Z,2026-06-01,852,1,0,0,6,7,1,36,34,2,0,0
SF-000927,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010567,경기79사4500,2026-06-01T22:31:34.968Z,2026-06-01T22:32:35.008Z,2026-06-02,451,2,0,0,6,7,1,24,17,7,0,0
SF-000928,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010867,경기77바7416,2026-05-28T22:09:34.340Z,2026-05-28T22:10:34.388Z,2026-05-29,429,5,0,0,6,7,1,2,0,2,1,1
SF-000929,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010537,경기73아9057,2026-05-28T22:02:21.213Z,2026-05-28T22:03:04.035Z,2026-05-29,422,5,0,0,7,7,0,2,0,2,1,1
SF-000930,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010775,경기78아6369,2026-05-31T23:27:25.865Z,2026-05-31T23:29:25.961Z,2026-06-01,507,1,0,0,6,7,1,33,32,1,0,0
SF-000931,m4137-dongtan-to-seoul-07-sinan2-bando4,234001622,M4137,신안2차.반도4차,7,233010775,경기78아6369,2026-06-01T23:27:37.685Z,2026-06-01T23:28:37.739Z,2026-06-02,507,2,0,0,6,7,1,33,27,6,0,0
SF-000932,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-28T08:37:45.152Z,2026-05-28T08:38:45.203Z,2026-05-28,1057,4,0,0,8,9,1,40,37,3,0,0
SF-000933,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-28T22:55:36.527Z,2026-05-28T22:56:36.575Z,2026-05-29,475,5,0,0,8,9,1,8,4,4,1,0
SF-000934,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-29T07:25:13.027Z,2026-05-29T07:26:13.083Z,2026-05-29,985,5,0,0,8,9,1,30,27,3,0,0
SF-000935,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-30T00:01:03.646Z,2026-05-30T00:02:03.693Z,2026-05-30,541,6,1,0,8,9,1,2,0,2,1,1
SF-000936,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-30T08:19:29.242Z,2026-05-30T08:20:29.295Z,2026-05-30,1039,6,1,0,7,9,2,27,26,1,0,0
SF-000937,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-30T12:43:42.871Z,2026-05-30T12:44:42.927Z,2026-05-30,1303,6,1,0,7,9,2,41,41,0,0,0
SF-000938,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-31T06:14:34.058Z,2026-05-31T06:15:34.111Z,2026-05-31,914,0,1,0,8,9,1,21,19,2,0,0
SF-000939,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-05-31T23:31:26.062Z,2026-05-31T23:33:26.167Z,2026-06-01,511,1,0,0,8,9,1,13,10,3,1,0
SF-000940,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-06-01T07:53:51.234Z,2026-06-01T07:55:51.336Z,2026-06-01,1013,1,0,0,8,9,1,34,31,3,0,0
SF-000941,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-06-01T21:41:58.182Z,2026-06-01T21:42:32.495Z,2026-06-02,401,2,0,0,9,9,0,2,2,0,1,0
SF-000942,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000037,경기77바1044,2026-06-02T05:48:56.131Z,2026-06-02T05:50:56.244Z,2026-06-02,888,2,0,0,7,9,2,25,19,6,0,0
SF-000943,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-28T08:23:14.458Z,2026-05-28T08:23:44.483Z,2026-05-28,1043,4,0,0,8,9,1,39,37,2,0,0
SF-000944,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-28T13:04:40.421Z,2026-05-28T13:05:40.471Z,2026-05-28,1324,4,0,0,8,9,1,40,39,1,0,0
SF-000945,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-28T22:29:05.279Z,2026-05-28T22:29:35.303Z,2026-05-29,449,5,0,0,8,9,1,0,0,0,1,1
SF-000946,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-29T22:58:00.492Z,2026-05-29T23:00:00.594Z,2026-05-30,478,6,1,0,7,9,2,16,11,5,0,0
SF-000947,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-30T07:02:25.383Z,2026-05-30T07:05:25.547Z,2026-05-30,962,6,1,0,7,9,2,21,15,6,0,0
SF-000948,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-30T11:19:38.495Z,2026-05-30T11:20:38.551Z,2026-05-30,1219,6,1,0,8,9,1,34,30,4,0,0
SF-000949,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-30T21:05:06.643Z,2026-05-30T21:07:06.755Z,2026-05-31,365,0,1,0,8,9,1,40,38,2,0,0
SF-000950,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-31T05:38:32.371Z,2026-05-31T05:40:32.477Z,2026-05-31,878,0,1,0,8,9,1,18,13,5,0,0
SF-000951,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-31T14:18:58.115Z,2026-05-31T14:20:58.223Z,2026-05-31,1398,0,1,0,8,9,1,43,41,2,0,0
SF-000952,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-05-31T20:57:18.347Z,2026-05-31T20:59:18.436Z,2026-06-01,357,1,0,0,7,9,2,9,0,9,1,1
SF-000953,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-06-01T13:27:07.804Z,2026-06-01T13:29:07.911Z,2026-06-01,1347,1,0,0,7,9,2,40,36,4,0,0
SF-000954,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-06-01T22:51:35.931Z,2026-06-01T22:53:36.039Z,2026-06-02,471,2,0,0,8,9,1,6,2,4,1,0
SF-000955,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000132,경기77바1181,2026-06-02T03:04:48.186Z,2026-06-02T03:05:48.239Z,2026-06-02,724,2,0,0,8,9,1,25,25,0,0,0
SF-000956,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-05-28T12:39:09.294Z,2026-05-28T12:40:09.346Z,2026-05-28,1299,4,0,0,8,9,1,42,41,1,0,0
SF-000957,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-05-28T22:18:34.766Z,2026-05-28T22:19:34.815Z,2026-05-29,438,5,0,0,8,9,1,5,0,5,1,1
SF-000958,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-05-29T23:41:02.667Z,2026-05-29T23:44:02.827Z,2026-05-30,521,6,1,0,8,9,1,10,4,6,1,0
SF-000959,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-05-30T03:47:57.313Z,2026-05-30T03:48:15.301Z,2026-05-30,767,6,1,0,9,9,0,0,0,0,1,1
SF-000960,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-05-30T07:54:28.043Z,2026-05-30T07:56:28.156Z,2026-05-30,1014,6,1,0,8,9,1,22,16,6,0,0
SF-000961,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-06-01T02:42:35.623Z,2026-06-01T02:43:35.679Z,2026-06-01,702,1,0,0,8,9,1,23,21,2,0,0
SF-000962,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-06-01T20:57:30.191Z,2026-06-01T20:59:30.299Z,2026-06-02,357,2,0,0,7,9,2,13,6,7,1,0
SF-000963,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001245,경기76아4811,2026-06-02T04:57:53.575Z,2026-06-02T04:58:53.630Z,2026-06-02,837,2,0,0,8,9,1,31,24,7,0,0
SF-000964,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-28T07:53:43.095Z,2026-05-28T07:54:43.147Z,2026-05-28,1013,4,0,0,8,9,1,37,37,0,0,0
SF-000965,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-28T12:11:08.015Z,2026-05-28T12:11:38.027Z,2026-05-28,1271,4,0,0,8,9,1,44,43,1,0,0
SF-000966,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-28T21:42:03.060Z,2026-05-28T21:42:33.083Z,2026-05-29,402,5,0,0,8,9,1,0,0,0,1,1
SF-000967,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-29T05:49:08.019Z,2026-05-29T05:51:08.110Z,2026-05-29,889,5,0,0,8,9,1,14,5,9,1,0
SF-000968,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-29T09:32:19.575Z,2026-05-29T09:34:19.684Z,2026-05-29,1112,5,0,0,8,9,1,27,22,5,0,0
SF-000969,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-29T14:17:34.415Z,2026-05-29T14:18:34.471Z,2026-05-29,1397,5,0,0,8,9,1,37,37,0,0,0
SF-000970,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-30T23:02:12.715Z,2026-05-30T23:05:12.860Z,2026-05-31,482,0,1,0,7,9,2,19,8,11,1,0
SF-000971,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-31T03:26:25.983Z,2026-05-31T03:27:26.035Z,2026-05-31,746,0,1,0,8,9,1,0,0,0,1,1
SF-000972,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-31T07:50:38.752Z,2026-05-31T07:52:38.863Z,2026-05-31,1010,0,1,0,8,9,1,31,27,4,0,0
SF-000973,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-31T20:17:16.461Z,2026-05-31T20:19:16.539Z,2026-06-01,317,1,0,0,7,9,2,8,0,8,1,1
SF-000974,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-05-31T23:46:26.823Z,2026-05-31T23:48:26.935Z,2026-06-01,526,1,0,0,8,9,1,2,0,2,1,1
SF-000975,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-06-01T08:11:52.047Z,2026-06-01T08:13:52.072Z,2026-06-01,1031,1,0,0,8,9,1,38,35,3,0,0
SF-000976,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-06-01T12:40:05.368Z,2026-06-01T12:41:05.423Z,2026-06-01,1300,1,0,0,8,9,1,41,41,0,0,0
SF-000977,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-06-02T02:05:45.330Z,2026-06-02T02:07:45.403Z,2026-06-02,665,2,0,0,8,9,1,17,11,6,0,0
SF-000978,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233001247,경기76아4813,2026-06-02T06:29:58.193Z,2026-06-02T06:30:58.249Z,2026-06-02,929,2,0,0,8,9,1,24,18,6,0,0
SF-000979,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-28T07:38:42.383Z,2026-05-28T07:39:42.431Z,2026-05-28,998,4,0,0,8,9,1,65,62,3,0,0
SF-000980,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-28T11:47:36.891Z,2026-05-28T11:48:36.939Z,2026-05-28,1247,4,0,0,8,9,1,69,67,2,0,0
SF-000981,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-28T22:22:34.959Z,2026-05-28T22:23:35.007Z,2026-05-29,442,5,0,0,8,9,1,38,32,6,0,0
SF-000982,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-29T10:35:22.961Z,2026-05-29T10:36:23.004Z,2026-05-29,1175,5,0,0,7,9,2,64,60,4,0,0
SF-000983,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-30T04:58:18.939Z,2026-05-30T05:00:19.051Z,2026-05-30,838,6,1,0,8,9,1,39,31,8,0,0
SF-000984,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-30T09:10:31.751Z,2026-05-30T09:12:31.863Z,2026-05-30,1090,6,1,0,7,9,2,61,57,4,0,0
SF-000985,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-30T13:48:46.159Z,2026-05-30T13:49:46.215Z,2026-05-30,1368,6,1,0,8,9,1,65,62,3,0,0
SF-000986,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-31T05:05:30.740Z,2026-05-31T05:07:30.847Z,2026-05-31,845,0,1,0,7,9,2,34,31,3,0,0
SF-000987,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-05-31T22:31:23.050Z,2026-05-31T22:32:23.103Z,2026-06-01,451,1,0,0,8,9,1,0,0,0,1,1
SF-000988,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-06-01T02:23:34.692Z,2026-06-01T02:26:34.830Z,2026-06-01,683,1,0,0,7,9,2,46,41,5,0,0
SF-000989,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-06-01T06:47:47.919Z,2026-06-01T06:48:47.972Z,2026-06-01,947,1,0,0,8,9,1,58,55,3,0,0
SF-000990,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-06-01T22:22:34.575Z,2026-06-01T22:24:34.631Z,2026-06-02,442,2,0,0,8,9,1,30,15,15,0,0
SF-000991,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-06-02T02:23:46.182Z,2026-06-02T02:25:46.291Z,2026-06-02,683,2,0,0,7,9,2,48,42,6,0,0
SF-000992,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,233010414,경기76아1595,2026-06-02T06:47:59.032Z,2026-06-02T06:48:59.087Z,2026-06-02,947,2,0,0,7,9,2,62,62,0,0,0
SF-000993,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-05-28T07:24:41.718Z,2026-05-28T07:25:41.764Z,2026-05-28,984,4,0,0,8,9,1,31,28,3,0,0
SF-000994,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-05-29T08:26:16.195Z,2026-05-29T08:28:16.307Z,2026-05-29,1046,5,0,0,8,9,1,31,31,0,0,0
SF-000995,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-05-29T13:05:30.628Z,2026-05-29T13:06:30.687Z,2026-05-29,1325,5,0,0,8,9,1,42,40,2,0,0
SF-000996,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-05-31T22:54:24.175Z,2026-05-31T22:56:24.280Z,2026-06-01,474,1,0,0,8,9,1,6,0,6,1,1
SF-000997,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-06-01T07:24:49.844Z,2026-06-01T07:25:49.895Z,2026-06-01,984,1,0,0,8,9,1,35,35,0,0,0
SF-000998,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000039,경기77바1049,2026-06-01T22:29:34.877Z,2026-06-01T22:30:34.915Z,2026-06-02,449,2,0,0,8,9,1,2,0,2,1,1
SF-000999,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-28T07:10:11.042Z,2026-05-28T07:11:11.091Z,2026-05-28,970,4,0,0,8,9,1,33,30,3,0,0
SF-001000,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-29T04:10:02.885Z,2026-05-29T04:12:02.993Z,2026-05-29,790,5,0,0,7,9,2,27,21,6,0,0
SF-001001,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-29T08:12:15.491Z,2026-05-29T08:14:15.568Z,2026-05-29,1032,5,0,0,7,9,2,27,18,9,0,0
SF-001002,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-29T12:39:29.284Z,2026-05-29T12:41:29.371Z,2026-05-29,1299,5,0,0,7,9,2,41,38,3,0,0
SF-001003,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-29T20:41:53.570Z,2026-05-29T20:42:53.598Z,2026-05-30,341,6,1,0,8,9,1,36,35,1,0,0
SF-001004,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-30T04:39:17.957Z,2026-05-30T04:41:18.067Z,2026-05-30,819,6,1,0,8,9,1,0,0,0,1,1
SF-001005,m4137-dongtan-to-seoul-09-sangrok-gyeongnam,234001622,M4137,이주택지.상록.경남아파트,9,234000036,경기77바1043,2026-05-30T22:10:10.019Z,2026-05-30T22:11:10.058Z,2026-05-31,430,0,1,0,8,9,1,34,33,1,0,0
